level_0,index,DOI,Name,Temperature,proton conductivity,RH,Ea,Guest,NOTE,Water Adsorption(cm^3/g),g/g,mol/mol,weight,wt%
1878,2039,10.1039/C6TA07939C,ABEXEN,307.8903048,0.005029521,97.0,0.37,Me2NH,,,,,,
1879,2040,10.1039/C6TA07939C,ABEXEN,302.9458454,0.003748892,97.0,0.37,Me2NH,,,,,,
1880,2041,10.1039/C6TA07939C,ABEXEN,297.9506951,0.002896124,97.0,0.37,Me2NH,,,,,,
1950,2111,10.1039/C7DT03474A,KEKHUG,353.0,7.17e-06,95.0,0.31,,4,,,,,
1952,2113,10.1039/C7DT03474A,KEKLIY,353.0,6.47e-06,95.0,0.3,,1,,,,,
1953,2114,10.1039/C7DT03474A,KEKHUG,342.9143606,6.25e-06,95.0,0.31,,,,,,,
1954,2115,10.1039/C7DT03474A,KEKHUG,332.9027791,5.64e-06,95.0,0.31,,,,,,,
1955,2116,10.1039/C7DT03474A,KEKHUG,322.6410103,3.61e-06,95.0,0.31,,,,,,,
1956,2117,10.1039/C7DT03474A,KEKHUG,297.7634984,1.78e-06,95.0,0.31,,,,,,,
1963,2124,10.1039/C7DT03474A,KEKLIY,342.6875615,5.41e-06,95.0,0.3,,,,,,,
1964,2125,10.1039/C7DT03474A,KEKLIY,333.1378924,4.16e-06,95.0,0.3,,,,,,,
1965,2126,10.1039/C7DT03474A,KEKLIY,312.8049849,2e-06,95.0,0.3,,,,,,,
1966,2127,10.1039/C7DT03474A,KEKLIY,302.8027422,1.6e-06,95.0,0.3,,,,,,,
1967,2128,10.1039/C7DT03474A,KEKLIY,297.7759117,1.3e-06,95.0,0.3,,,,,,,
1968,2129,10.1039/C7TA03744A,GENMOE,298.0,1.1e-07,53.0,,,,,,,,
1969,2130,10.1039/C7TA03744A,GENMOE,298.0,8.1e-05,97.0,0.33,,,,,,,
1970,2131,10.1039/C7TA03744A,GENMOE,303.0,9.3e-05,97.0,0.33,,,,,,,
1971,2132,10.1039/C7TA03744A,GENMOE,283.907,4.37e-05,97.0,0.33,,,,,,,
1972,2133,10.1039/C7TA03744A,GENMOE,287.963,5.28e-05,97.0,0.33,,,,,,,
1973,2134,10.1039/C7TA03744A,GENMOE,290.956,6.07e-05,97.0,0.33,,,,,,,
1974,2135,10.1039/C7TA03744A,GENMOE,293.077,7e-05,97.0,0.33,,,,,,,
1975,2136,10.1039/C7TA03744A,GENMOE,298.0,4.53e-07,65.1238,,,,,,,,
1976,2137,10.1039/C7TA03744A,GENMOE,298.0,1.19e-06,75.2391,,,,,,,,
1977,2138,10.1039/C7TA03744A,GENMOE,298.0,5.12e-06,84.2088,,,,,,,,
1978,2139,10.1039/C8CC08700H,FIVTUC,348.0,0.0717,98.0,0.13,,,,,,,
1979,2140,10.1039/C8CC08700H,FIVTUC,298.0,0.0407,98.0,0.13,,,,,,,
1980,2141,10.1039/C8CC08700H,FIVTUC,308.0,0.0476,98.0,0.13,,,,,,,
1981,2142,10.1039/C8CC08700H,FIVTUC,318.0,0.0569,98.0,0.13,,,,,,,
1982,2143,10.1039/C8CC08700H,FIVTUC,328.0,0.0649,98.0,0.13,,,,,,,
1983,2144,10.1039/C8CC08700H,FIVTUC,338.0,0.0692,98.0,0.13,,,,,,,
1984,2145,10.1039/C8CC08700H,FIVTUC,338.0,0.000148,66.0,,,,,,,,
1985,2146,10.1039/C8CC08700H,FIVTUC,338.0,0.00253,80.0,,,,,,,,
1986,2147,10.1039/C8CC08700H,FIVTUC,338.0,0.00972,92.0,,,,,,,,
1993,2154,10.1039/C8DT02177E,XECJUK01,293.0,1.12e-08,50.0,,,3,8.064,,,,
1994,2155,10.1039/C8DT02177E,XECJUK01,293.0,9.05e-06,98.0,,,,27.63712,,,,
1995,2156,10.1039/C8DT02177E,XECJUK01,353.0,7.95e-06,44.0,0.16,,,7.391999999999999,,,,
1996,2157,10.1039/C8DT02177E,XECJUK01,343.1814984,7.39e-06,44.0,0.16,,,7.391999999999999,,,,
1997,2158,10.1039/C8DT02177E,XECJUK01,333.0214033,5.73e-06,44.0,0.16,,,7.391999999999999,,,,
1998,2159,10.1039/C8DT02177E,XECJUK01,323.0193262,6.04e-06,44.0,0.16,,,7.391999999999999,,,,
1999,2160,10.1039/C8DT02177E,XECJUK01,312.8627252,4.77e-06,44.0,0.16,,,7.391999999999999,,,,
2000,2161,10.1039/C8DT02177E,XECJUK01,303.0,3.7e-06,44.0,0.16,,,7.391999999999999,,,,
2019,2180,10.1039/C9DT02009H,LOHHUO,313.0,5.3e-09,80.0,,,IEF-2,,,,,
2020,2181,10.1039/C9DT02009H,LOHHUO,353.0,0.00012,80.0,,,IEF-2,,,,,
2021,2182,10.1039/C9DT02009H,LOHHUO,324.0227,1.37e-06,80.0,,,IEF-2,,,,,
2022,2183,10.1039/C9DT02009H,LOHHUO,333.9091,8.83e-06,80.0,,,IEF-2,,,,,
2023,2184,10.1039/C9DT02009H,LOHHUO,343.4545,5.05e-05,80.0,,,IEF-2,,,,,
2112,2273,10.1002/adma.201703301,GELQOG01,353.0,6.5e-07,50.0,,Me2NH,,,,,,
2113,2274,10.1002/adma.201703301,GELQOG01,353.0,9.97e-07,54.9681,,Me2NH,,,,,,
2114,2275,10.1002/adma.201703301,GELQOG01,353.0,1.56e-06,60.0479,,Me2NH,,,,,,
2115,2276,10.1002/adma.201703301,GELQOG01,353.0,2.79e-06,64.8403,,Me2NH,,,,,,
2116,2277,10.1002/adma.201703301,GELQOG01,353.0,4.74e-06,69.8243,,Me2NH,,,,,,
2117,2278,10.1002/adma.201703301,GELQOG01,353.0,8.5e-06,75.0,,Me2NH,,,,,,
2118,2279,10.1002/adma.201703301,GELQOG01,353.0,1.16e-05,80.1757,,Me2NH,,,,,,
2119,2280,10.1002/adma.201703301,GELQOG01,353.0,2.73e-05,85.1597,,Me2NH,,,,,,
2120,2281,10.1002/adma.201703301,GELQOG01,353.0,5e-05,90.0,,Me2NH,,,,,,
2121,2282,10.1002/adma.201703301,GELQOG01,353.0,0.001081509,94.7444,,Me2NH,,,,,,
2122,2283,10.1002/adma.201703301,GELQOG01,353.0,0.0055,98.0,0.29,Me2NH,,,,,,
2123,2284,10.1002/adma.201703301,GELQOG01,343.2262582,0.00312879,98.0,0.29,Me2NH,,,,,,
2124,2285,10.1002/adma.201703301,GELQOG01,333.1523206,0.002522762,98.0,0.29,Me2NH,,,,,,
2125,2286,10.1002/adma.201703301,GELQOG01,322.9786382,0.002067539,98.0,0.29,Me2NH,,,,,,
2126,2287,10.1002/adma.201703301,GELQOG01,312.9528036,0.001416986,98.0,0.29,Me2NH,,,,,,
2127,2288,10.1002/anie.201309077,XIYYEL,298.0,4.49e-05,30.0992,,"Me2NH,H2SO4",,25.91533959439227,,,,0.0204
2128,2289,10.1002/anie.201309077,XIYYEL,298.0,4.61e-05,40.2975,,"Me2NH,H2SO4",,31.1238667942235,,,,0.0244
2129,2290,10.1002/anie.201309077,XIYYEL,298.0,8.43e-05,50.2833,,"Me2NH,H2SO4",,32.69476372924649,,,,0.0256
2130,2291,10.1002/anie.201309077,XIYYEL,298.0,0.001445906,60.2691,,"Me2NH,H2SO4",,36.24346791991126,,,,0.0283
2131,2292,10.1002/anie.201309077,XIYYEL,298.0,0.005174162,70.255,,"Me2NH,H2SO4",,40.87309784479791,,,,0.0318
2132,2293,10.1002/anie.201309077,XIYYEL,298.0,0.017370407,80.0283,,"Me2NH,H2SO4",,47.54521963824288,,,,0.0368
2133,2294,10.1002/anie.201309077,XIYYEL,298.0,0.034895546,94.051,,"Me2NH,H2SO4",,61.09945446915651,,,,0.0468
2134,2295,10.1002/anie.201309077,XIYYEL,422.9545916,0.000107749,0.0,,"Me2NH,H2SO4",,0.0,,,,0.0
2135,2296,10.1002/anie.201309077,XIYYEL,412.9484104,0.000104324,0.0,,"Me2NH,H2SO4",,0.0,,,,0.0
2136,2297,10.1002/anie.201309077,XIYYEL,402.6769967,0.000103241,0.0,,"Me2NH,H2SO4",,0.0,,,,0.0
2137,2298,10.1002/anie.201309077,XIYYEL,392.7668065,0.000102046,0.0,,"Me2NH,H2SO4",,0.0,,,,0.0
2138,2299,10.1002/anie.201309077,XIYYEL,382.807356,0.000101131,0.0,,"Me2NH,H2SO4",,0.0,,,,0.0
2139,2300,10.1002/anie.201309077,XIYYEL,372.9673281,9.93e-05,0.0,,"Me2NH,H2SO4",,0.0,,,,0.0
2403,2564,10.1021/ja310435e,IDUWAH,335.0,0.004,98.0,0.16,,PCMOF-5,,,,,
2404,2565,10.1021/ja310435e,IDUWAH,333.0,0.0025,98.0,0.16,,PCMOF-5,,,,,
2405,2566,10.1021/ja310435e,IDUWAH,323.1414519,0.002190988,98.0,0.16,,PCMOF-5,,,,,
2406,2567,10.1021/ja310435e,IDUWAH,318.4561247,0.002066855,98.0,0.16,,PCMOF-5,,,,,
2407,2568,10.1021/ja310435e,IDUWAH,313.2655427,0.001950473,98.0,0.16,,PCMOF-5,,,,,
2408,2569,10.1021/ja310435e,IDUWAH,308.2443021,0.001697384,98.0,0.16,,PCMOF-5,,,,,
2409,2570,10.1021/ja310435e,IDUWAH,303.2296995,0.001569784,98.0,0.16,,PCMOF-5,,,,,
2410,2571,10.1021/ja310435e,IDUWAH,294.5,0.0013,98.0,0.16,,PCMOF-5,,,,,
2411,2572,10.1021/ja310435e,IDUWAH,358.0,0.0002,90.0,0.32,,PCMOF-5,,,,,
2412,2573,10.1021/ja310435e,IDUWAH,352.959032,0.00020192,90.0,0.32,,PCMOF-5,,,,,
2413,2574,10.1021/ja310435e,IDUWAH,342.932,0.000149679,90.0,0.32,,PCMOF-5,,,,,
2414,2575,10.1021/ja310435e,IDUWAH,332.7388399,0.000110992,90.0,0.32,,PCMOF-5,,,,,
2415,2576,10.1021/ja310435e,IDUWAH,322.6243556,8.23e-05,90.0,0.32,,PCMOF-5,,,,,
2416,2577,10.1021/ja310435e,IDUWAH,313.1076245,5.98e-05,90.0,0.32,,PCMOF-5,,,,,
2417,2578,10.1021/ja310435e,IDUWAH,302.9394212,4.1e-05,90.0,0.32,,PCMOF-5,,,,,
2418,2579,10.1021/ja310435e,IDUWAH,293.0,2e-05,90.0,0.32,,PCMOF-5,,,,,
2419,2580,10.1039/C2CC31527K,RAXXIZ,277.0,2.81e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2420,2581,10.1039/C2CC31527K,RAXXIZ,279.0,2.93e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2421,2582,10.1039/C2CC31527K,RAXXIZ,281.0,3.05e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2422,2583,10.1039/C2CC31527K,RAXXIZ,283.0,3.2e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2423,2584,10.1039/C2CC31527K,RAXXIZ,287.0,3.38e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2424,2585,10.1039/C2CC31527K,RAXXIZ,289.0,3.5e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2425,2586,10.1039/C2CC31527K,RAXXIZ,290.0,3.54e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2426,2587,10.1039/C2CC31527K,RAXXIZ,297.0,3.72e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2427,2588,10.1039/C2CC31527K,RAXXIZ,301.0,5.35e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2428,2589,10.1039/C2CC31527K,RAXXIZ,305.0,9.12e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2429,2590,10.1039/C2CC31527K,RAXXIZ,312.0,0.000385,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2430,2591,10.1039/C2CC31527K,RAXXIZ,333.0,6.72e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2431,2592,10.1039/C2CC31527K,RAXXIZ,343.0,4.87e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2432,2593,10.1039/C2CC31527K,RAXXIZ,348.0,4.56e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2433,2594,10.1039/C2CC31527K,RAXXIZ,358.0,3e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2434,2595,10.1039/C2CC31527K,RAXXIZ,368.0,2.7e-05,98.0,0.137,Me2NH,In,219.6078431372549,,,,0.15
2462,2623,10.1039/C2CC31527K,RAXXIZ,301.0,1.25e-05,20.0,,Me2NH,In,89.93733171301261,,,,0.0674
2463,2624,10.1039/C2CC31527K,RAXXIZ,301.0,1.9e-05,40.2457,,Me2NH,In,109.68443960826986,,,,0.081
2464,2625,10.1039/C2CC31527K,RAXXIZ,301.0,3.81e-05,59.9133,,Me2NH,In,131.2403272164493,,,,0.0954
2465,2626,10.1039/C2CC31527K,RAXXIZ,301.0,4.71e-05,80.2833,,Me2NH,In,163.298139768728,,,,0.116
2466,2627,10.1039/C2CC31527K,RAXXIZ,301.0,5.35e-05,98.0,,Me2NH,In,219.6078431372549,,,,0.15
2467,2628,10.1021/acs.cgd.6b00776,ABAYOU,323.0,0.00119,65.0,0.21,Me2NH,1,,,,,
2468,2629,10.1021/acs.cgd.6b00776,ABAYOU,318.0,0.00103,65.0,0.21,Me2NH,1,,,,,
2469,2630,10.1021/acs.cgd.6b00776,ABAYOU,313.0,0.000948,65.0,0.21,Me2NH,1,,,,,
2470,2631,10.1021/acs.cgd.6b00776,ABAYOU,308.0,0.000808,65.0,0.21,Me2NH,1,,,,,
2471,2632,10.1021/acs.cgd.6b00776,ABAYOU,303.0,0.000726,65.0,0.21,Me2NH,1,,,,,
2472,2633,10.1021/acs.cgd.6b00776,ABAYOU,298.0,0.000677,65.0,0.21,Me2NH,1,,,,,
2473,2634,10.1021/acs.cgd.6b00776,ABAYOU,292.0,0.000593,65.0,0.21,Me2NH,1,,,,,
2474,2635,10.1021/acs.cgd.6b00776,ABAYOU,292.0,9.21e-08,33.0,,Me2NH,1,,,,,
2475,2636,10.1021/acs.cgd.6b00776,ABAYOU,292.0,4.45e-06,53.0,,Me2NH,1,,,,,
2740,2901,10.1016/j.jssc.2021.122874,WAQNAH,323.0,4.18e-07,68.0,0.6,,2,14.174633977379203,0.0114,,,
2741,2902,10.1016/j.jssc.2021.122874,WAQNAH,333.0,7.33e-07,68.0,0.6,,2,14.174633977379203,0.0114,,,
2742,2903,10.1016/j.jssc.2021.122874,WAQNAH,343.0,1.23e-06,68.0,0.6,,2,14.174633977379203,0.0114,,,
2743,2904,10.1016/j.jssc.2021.122874,WAQNAH,353.0,2.09e-06,68.0,0.6,,2,14.174633977379203,0.0114,,,
2744,2905,10.1016/j.jssc.2021.122874,WAQNAH,363.0,4.18e-06,68.0,0.6,,2,14.174633977379203,0.0114,,,
2745,2906,10.1016/j.jssc.2021.122874,WAQNAH,373.0,1.55e-06,68.0,0.6,,2,14.174633977379203,0.0114,,,
2746,2907,10.1016/j.jssc.2021.122874,WAQNAH,313.0,2.32e-07,75.0,,,2,17.15876744630114,0.0138,,,
2747,2908,10.1016/j.jssc.2021.122874,WAQNAH,323.0,6.96e-07,75.0,,,2,17.15876744630114,0.0138,,,
2748,2909,10.1016/j.jssc.2021.122874,WAQNAH,333.0,1.55e-06,75.0,,,2,17.15876744630114,0.0138,,,
2749,2910,10.1016/j.jssc.2021.122874,WAQNAH,343.0,3.2e-06,75.0,,,2,17.15876744630114,0.0138,,,
2750,2911,10.1016/j.jssc.2021.122874,WAQNAH,353.0,3.8e-06,75.0,,,2,17.15876744630114,0.0138,,,
2751,2912,10.1016/j.jssc.2021.122874,WAQNAH,363.0,5.22e-06,75.0,,,2,17.15876744630114,0.0138,,,
2752,2913,10.1016/j.jssc.2021.122874,WAQNAH,373.0,9.29e-06,75.0,,,2,17.15876744630114,0.0138,,,
2753,2914,10.1016/j.jssc.2021.122874,WAQNAH,313.0,3.48e-07,85.0,,,2,20.267239809761488,0.0163,,,
2754,2915,10.1016/j.jssc.2021.122874,WAQNAH,323.0,6.96e-07,85.0,,,2,20.267239809761488,0.0163,,,
2755,2916,10.1016/j.jssc.2021.122874,WAQNAH,333.0,1.07e-06,85.0,,,2,20.267239809761488,0.0163,,,
2756,2917,10.1016/j.jssc.2021.122874,WAQNAH,343.0,2.09e-06,85.0,,,2,20.267239809761488,0.0163,,,
2757,2918,10.1016/j.jssc.2021.122874,WAQNAH,353.0,6.96e-06,85.0,,,2,20.267239809761488,0.0163,,,
2758,2919,10.1016/j.jssc.2021.122874,WAQNAH,363.0,1.39e-05,85.0,,,2,20.267239809761488,0.0163,,,
2759,2920,10.1016/j.jssc.2021.122874,WAQNAH,373.0,5.2e-05,85.0,,,2,20.267239809761488,0.0163,,,
2760,2921,10.1016/j.jssc.2021.122874,WAQNAH,303.0,6.96e-07,93.0,,,2,22.381001016914528,0.018,,,
2761,2922,10.1016/j.jssc.2021.122874,WAQNAH,313.0,1.04e-06,93.0,,,2,22.381001016914528,0.018,,,
2762,2923,10.1016/j.jssc.2021.122874,WAQNAH,323.0,1.67e-06,93.0,,,2,22.381001016914528,0.018,,,
2763,2924,10.1016/j.jssc.2021.122874,WAQNAH,333.0,2.61e-06,93.0,,,2,22.381001016914528,0.018,,,
2764,2925,10.1016/j.jssc.2021.122874,WAQNAH,343.0,4.92e-06,93.0,,,2,22.381001016914528,0.018,,,
2765,2926,10.1016/j.jssc.2021.122874,WAQNAH,353.0,1.04e-05,93.0,,,2,22.381001016914528,0.018,,,
2766,2927,10.1016/j.jssc.2021.122874,WAQNAH,363.0,1.67e-05,93.0,,,2,22.381001016914528,0.018,,,
2767,2928,10.1016/j.jssc.2021.122874,WAQNAH,373.0,6.96e-05,93.0,,,2,22.381001016914528,0.018,,,
2768,2929,10.1016/j.jssc.2021.122874,WAQNAH,303.0,5.9e-06,98.0,0.32,,2,22.381001016914528,0.018,,,
2769,2930,10.1016/j.jssc.2021.122874,WAQNAH,313.0,6.96e-06,98.0,0.32,,2,22.381001016914528,0.018,,,
2770,2931,10.1016/j.jssc.2021.122874,WAQNAH,323.0,8.36e-06,98.0,0.32,,2,22.381001016914528,0.018,,,
2771,2932,10.1016/j.jssc.2021.122874,WAQNAH,333.0,1.23e-05,98.0,0.32,,2,22.381001016914528,0.018,,,
2772,2933,10.1016/j.jssc.2021.122874,WAQNAH,343.0,1.49e-05,98.0,0.32,,2,22.381001016914528,0.018,,,
2773,2934,10.1016/j.jssc.2021.122874,WAQNAH,353.0,1.9e-05,98.0,0.32,,2,22.381001016914528,0.018,,,
2774,2935,10.1016/j.jssc.2021.122874,WAQNAH,363.0,4.64e-05,98.0,0.32,,2,22.381001016914528,0.018,,,
2775,2936,10.1016/j.jssc.2021.122874,WAQNAH,373.0,0.000144,98.0,0.32,,2,22.381001016914528,0.018,,,
2919,3080,10.1021/ic400951s,MIQSOW,296.3674245,2.39e-05,69.0,,,Mg-(p-H6L),,,,,
2920,3081,10.1021/ic400951s,MIQSOW,295.4043938,2.19e-05,69.0,,,Mg-(p-H6L),,,,,
2921,3082,10.1021/ic400951s,MIQSOW,293.5176624,1.93e-05,69.0,,,Mg-(p-H6L),,,,,
2922,3083,10.1021/ic400951s,MIQSOW,291.6115035,1.76e-05,69.0,,,Mg-(p-H6L),,,,,
2923,3084,10.1021/ic400951s,MIQSOW,289.7198699,1.57e-05,69.0,,,Mg-(p-H6L),,,,,
2924,3085,10.1021/ic400951s,MIQSOW,287.8319062,1.33e-05,69.0,,,Mg-(p-H6L),,,,,
2925,3086,10.1021/ic400951s,MIQSOW,285.9160608,1.15e-05,69.0,,,Mg-(p-H6L),,,,,
2926,3087,10.1021/ic400951s,MIQSOW,284.9270729,9.76e-06,69.0,,,Mg-(p-H6L),,,,,
2927,3088,10.1021/ic400951s,MIQSOW,283.013528,8.79e-06,69.0,,,Mg-(p-H6L),,,,,
2928,3089,10.1021/ic400951s,MIQSOW,297.0,9.4e-05,98.0,,,Mg-(p-H6L),,,,,
2929,3090,10.1021/ic400951s,MIQSOW,295.1297686,8.35e-05,98.0,,,Mg-(p-H6L),,,,,
2930,3091,10.1021/ic400951s,MIQSOW,293.2473923,7.35e-05,98.0,,,Mg-(p-H6L),,,,,
2931,3092,10.1021/ic400951s,MIQSOW,292.2284759,6.52e-05,98.0,,,Mg-(p-H6L),,,,,
2932,3093,10.1021/ic400951s,MIQSOW,290.3878711,5.81e-05,98.0,,,Mg-(p-H6L),,,,,
2933,3094,10.1021/ic400951s,MIQSOW,288.4171666,4.79e-05,98.0,,,Mg-(p-H6L),,,,,
2934,3095,10.1021/ic400951s,MIQSOW,285.5780242,3.66e-05,98.0,,,Mg-(p-H6L),,,,,
2935,3096,10.1021/ic400951s,MIQSOW,283.5994441,3.3e-05,98.0,,,Mg-(p-H6L),,,,,
2954,3115,10.1021/ic400951s,MIQSOW,314.0,9.75e-05,98.0,,,Mg-(p-H6L),,,,,
2956,3117,10.1038/s41467-018-07414-4,DISROP,298.0,0.0028,95.0,,,,,,,,
2957,3118,10.1038/s41467-018-07414-4,DISROP,303.0,0.0032,95.0,,,,,,,,
2958,3119,10.1038/s41467-018-07414-4,DISROP,313.0,0.004,95.0,,,,,,,,
2959,3120,10.1038/s41467-018-07414-4,DISROP,323.0,0.0047,95.0,,,,,,,,
2960,3121,10.1038/s41467-018-07414-4,DISROP,333.0,0.006,95.0,,,,,,,,
2961,3122,10.1038/s41467-018-07414-4,DISROP,343.0,0.0075,95.0,,,,,,,,
2962,3123,10.1038/s41467-018-07414-4,DISROP,353.0,0.01,95.0,,,,,,,,
2963,3124,10.1038/s41467-018-07414-4,DISROP,363.0,0.011,95.0,,,,,,,,
3006,3167,10.1039/c6cc07729c,BAMNEL,307.7235535,1.44e-08,65.0,0.56,,1P,,,,,
3007,3168,10.1039/c6cc07729c,BAMNEL,303.0146932,1.18e-08,65.0,0.56,,1P,,,,,
3008,3169,10.1039/c6cc07729c,BAMNEL,298.0,8.51e-09,65.0,0.56,,1P,,,,,
3014,3175,10.1039/c6cc07729c,BAMNEL,298.0,3.3e-07,97.0,,,1P,,,,,
3060,3221,10.1039/c7ta03917d,ZAVLAM,298.0,2.7e-07,33.0,,,BUT-83,148.73,,,,
3061,3222,10.1039/c7ta03917d,ZAVLAM,298.0,5.36e-07,53.4173,,,BUT-83,159.33,,,,
3062,3223,10.1039/c7ta03917d,ZAVLAM,298.0,1.1e-06,65.0,,,BUT-83,162.48,,,,
3063,3224,10.1039/c7ta03917d,ZAVLAM,298.0,1.1e-05,75.0,,,BUT-83,167.64,,,,
3064,3225,10.1039/c7ta03917d,ZAVLAM,298.0,0.0019,85.0,,,BUT-83,177.1,,,,
3065,3226,10.1039/c7ta03917d,ZAVLAM,353.0,0.039,97.0,0.34,,BUT-83,213.0,,,,
3066,3227,10.1039/c7ta03917d,ZAVLAM,342.9625794,0.030333234,97.0,0.34,,BUT-83,213.0,,,,
3067,3228,10.1039/c7ta03917d,ZAVLAM,333.0901775,0.024005717,97.0,0.34,,BUT-83,213.0,,,,
3068,3229,10.1039/c7ta03917d,ZAVLAM,322.8451699,0.017591616,97.0,0.34,,BUT-83,213.0,,,,
3069,3230,10.1039/c7ta03917d,ZAVLAM,312.9939436,0.013231779,97.0,0.34,,BUT-83,213.0,,,,
3070,3231,10.1039/c7ta03917d,ZAVLAM,302.9137271,0.008740708,97.0,0.34,,BUT-83,213.0,,,,
3071,3232,10.1039/c7ta03917d,ZAVLAM,298.0,0.005,97.0,0.34,,BUT-83,213.0,,,,
3079,3240,10.1039/c8cc08706g,MILPAB,287.0,0.00553,98.0,0.68,,,,,,,
3080,3241,10.1039/c8cc08706g,MILPAB,297.0,0.0133,98.0,0.68,,,,,,,
3081,3242,10.1039/c8cc08706g,MILPAB,297.0,1.45e-05,60.181,,,,,,,,
3082,3243,10.1039/c8cc08706g,MILPAB,297.0,4.12e-05,70.1357,,,,,,,,
3083,3244,10.1039/c8cc08706g,MILPAB,297.0,6.51e-05,80.0905,,,,,,,,
3084,3245,10.1039/c8cc08706g,MILPAB,297.0,0.000143427,90.0452,,,,,,,,
3085,3246,10.1039/c8cc08706g,MILPAB,295.0122283,0.010958205,98.0,0.68,,,,,,,
3086,3247,10.1039/c8cc08706g,MILPAB,292.9441473,0.009371033,98.0,0.68,,,,,,,
3087,3248,10.1039/c8cc08706g,MILPAB,291.0039053,0.007911517,98.0,0.68,,,,,,,
3088,3249,10.1039/c8cc08706g,MILPAB,289.0398962,0.006354216,98.0,0.68,,,,,,,
3211,3407,10.1039/d0cc00755b,TULQEZ,318.0398568,6.95e-08,70.0,1.35,,Co,150.0,,,,
3212,3408,10.1039/d0cc00755b,TULQEZ,312.8783873,3e-08,70.0,1.35,,Co,150.0,,,,
3213,3409,10.1039/d0cc00755b,TULQEZ,307.9946163,1.35e-08,70.0,1.35,,Co,150.0,,,,
3214,3410,10.1039/d0cc00755b,TULQEZ,302.9853143,7.22e-09,70.0,1.35,,Co,150.0,,,,
3215,3411,10.1039/d0cc00755b,TULQEZ,298.0315019,2.98e-09,70.0,1.35,,Co,150.0,,,,
3216,3412,10.1039/d0cc00755b,TULQEZ,317.9437939,3.44e-05,95.0,1.02,,Co,350.0,,,,
3217,3413,10.1039/d0cc00755b,TULQEZ,312.9596595,1.84e-05,95.0,1.02,,Co,350.0,,,,
3218,3414,10.1039/d0cc00755b,TULQEZ,307.5626582,9.88e-06,95.0,1.02,,Co,350.0,,,,
3219,3415,10.1039/d0cc00755b,TULQEZ,302.9495165,6.56e-06,95.0,1.02,,Co,350.0,,,,
3220,3416,10.1039/d0cc00755b,TULQEZ,297.944481,2.6e-06,95.0,1.02,,Co,350.0,,,,
3310,3506,10.1039/d1dt04129k,MAMXUX,323.0,2.24e-07,60.0,,,1,176.736,,,,
3311,3507,10.1039/d1dt04129k,MAMXUX,323.0,2.71e-07,65.0,,,1,180.09599999999998,,,,
3312,3508,10.1039/d1dt04129k,MAMXUX,323.0,3.56e-07,70.0,,,1,185.2032,,,,
3313,3509,10.1039/d1dt04129k,MAMXUX,323.0,5.5e-07,75.0,,,1,185.2032,,,,
3314,3510,10.1039/d1dt04129k,MAMXUX,323.0,1.12e-06,80.0,,,1,186.592,,,,
3315,3511,10.1039/d1dt04129k,MAMXUX,323.0,2.84e-06,85.0,,,1,191.296,,,,
3316,3512,10.1039/d1dt04129k,MAMXUX,323.0,7.94e-06,90.0,,,1,195.0144,,,,
3317,3513,10.1039/d1dt04129k,MAMXUX,323.0,7.92e-05,98.0,0.64,,1,206.304,,,,
3318,3514,10.1039/d1dt04129k,MAMXUX,333.0,0.000173,98.0,0.64,,1,206.304,,,,
3319,3515,10.1039/d1dt04129k,MAMXUX,343.0,0.000354,98.0,0.64,,1,206.304,,,,
3320,3516,10.1039/d1dt04129k,MAMXUX,353.0,0.000363,98.0,0.64,,1,206.304,,,,
3321,3517,10.1039/d1dt04129k,MAMXUX,363.0,0.00114,98.0,0.64,,1,206.304,,,,
3474,3670,10.1039/d2ce00747a,CENXUS,308.0,1.29e-11,65.0,,,1,,,,,
3475,3671,10.1039/d2ce00747a,CENXUS,308.0,1.53e-11,74.908,,,1,,,,,
3476,3672,10.1039/d2ce00747a,CENXUS,308.0,7.49e-11,85.0304,,,1,,,,,
3477,3673,10.1039/d2ce00747a,CENXUS,308.0,7.33e-10,90.0103,,,1,,,,,
3478,3674,10.1039/d2ce00747a,CENXUS,308.0,8.38e-08,95.0953,,,1,,,,,
3479,3675,10.1039/d2ce00747a,CENXUS,308.0,3.27e-06,98.0,0.4,,1,,,,,
3480,3676,10.1039/d2ce00747a,CENXUS,312.9465,4.68e-06,98.0,0.4,,1,,,,,
3481,3677,10.1039/d2ce00747a,CENXUS,318.0107,6.19e-06,98.0,0.4,,1,,,,,
